[2025-08-26 14:34:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise tete de lit chambre', payload '{"current":0.04,"energy":25.75,"identify":null,"last_seen":"2025-08-26T12:34:38.500Z","linkquality":172,"power":3.4,"power_on_behavior":"on","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":237.1}'
[2025-08-26 14:34:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise mini pc (IKEA)', payload '{"current":0.13,"energy":6.16,"identify":null,"last_seen":"2025-08-26T12:34:38.660Z","linkquality":255,"power":16.6,"power_on_behavior":"previous","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":231.4}'
[2025-08-26 14:34:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Prise Bureau Fer à Repasser (NOUS)', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":2.05,"indicator_mode":"off/on","last_seen":"2025-08-26T12:34:30.032Z","linkquality":196,"power":0,"power_outage_memory":"on","state":"ON","update":{"installed_version":192,"latest_version":192,"state":"idle"},"voltage":231}'
[2025-08-26 14:34:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Prise Bureau Fer à Repasser (NOUS)', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":2.05,"indicator_mode":"off/on","last_seen":"2025-08-26T12:34:30.032Z","linkquality":196,"power":0,"power_outage_memory":"on","state":"ON","update":{"installed_version":192,"latest_version":192,"state":"idle"},"voltage":231}'
[2025-08-26 14:34:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/qualite air chambre (IKEA)', payload '{"humidity":65,"identify":null,"last_seen":"2025-08-26T12:34:41.089Z","linkquality":196,"pm25":7,"temperature":27,"update":{"installed_version":16777233,"latest_version":16777233,"state":"idle"},"voc_index":97}'
[2025-08-26 14:34:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise pc's gege (IKEA)', payload '{"current":0.63,"energy":310.73,"identify":null,"last_seen":"2025-08-26T12:34:41.870Z","linkquality":176,"power":120.8,"power_on_behavior":"on","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":229.8}'
[2025-08-26 14:34:44] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise bureau pc (IKEA)', payload '{"current":0.97,"energy":618.41,"identify":null,"last_seen":"2025-08-26T12:34:44.245Z","linkquality":255,"power":155.6,"power_on_behavior":"previous","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":230.2}'
[2025-08-26 14:34:44] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise bureau pc (IKEA)', payload '{"current":0.87,"energy":618.41,"identify":null,"last_seen":"2025-08-26T12:34:44.680Z","linkquality":255,"power":155.6,"power_on_behavior":"previous","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":230.2}'
[2025-08-26 14:34:44] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Clim du Bureau (NOUS)', payload '{"child_lock":"LOCK","countdown":0,"current":0,"energy":332.61,"indicator_mode":"off/on","last_seen":"2025-08-26T12:34:44.850Z","linkquality":184,"power":0,"power_outage_memory":"restore","state":"OFF","update":{"installed_version":192,"latest_version":192,"state":"idle"},"voltage":229}'
[2025-08-26 14:34:44] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Clim du Bureau (NOUS)', payload '{"child_lock":"LOCK","countdown":0,"current":0,"energy":332.61,"indicator_mode":"off/on","last_seen":"2025-08-26T12:34:44.894Z","linkquality":188,"power":0,"power_outage_memory":"restore","state":"OFF","update":{"installed_version":192,"latest_version":192,"state":"idle"},"voltage":228}'
[2025-08-26 14:34:45] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise horloge (IKEA)', payload '{"current":0.004,"energy":1.27,"identify":null,"last_seen":"2025-08-26T12:34:45.733Z","linkquality":255,"power":0.2,"power_on_behavior":"previous","state":"OFF","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":237.3}'
[2025-08-26 14:34:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/qualite air bureau (IKEA)', payload '{"humidity":66,"identify":null,"last_seen":"2025-08-26T12:34:46.289Z","linkquality":224,"pm25":8,"temperature":27,"update":{"installed_version":16777233,"latest_version":16777233,"state":"idle"},"voc_index":70}'
[2025-08-26 14:34:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise pc's gege (IKEA)', payload '{"current":0.63,"energy":310.73,"identify":null,"last_seen":"2025-08-26T12:34:47.945Z","linkquality":176,"power":120.8,"power_on_behavior":"on","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":230.7}'
[2025-08-26 14:34:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise mini pc (IKEA)', payload '{"current":0.08,"energy":6.16,"identify":null,"last_seen":"2025-08-26T12:34:48.153Z","linkquality":252,"power":16.6,"power_on_behavior":"previous","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":231.4}'
[2025-08-26 14:34:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise tete de lit chambre', payload '{"current":0.04,"energy":25.75,"identify":null,"last_seen":"2025-08-26T12:34:48.417Z","linkquality":176,"power":3.4,"power_on_behavior":"on","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":237.6}'
[2025-08-26 14:34:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise mini pc (IKEA)', payload '{"current":0.08,"energy":6.16,"identify":null,"last_seen":"2025-08-26T12:34:48.621Z","linkquality":255,"power":7.2,"power_on_behavior":"previous","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":231.4}'
[2025-08-26 14:34:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise lave vaisselle (NOUS)', payload '{"child_lock":"LOCK","countdown":0,"current":0,"energy":116.74,"indicator_mode":"on","last_seen":"2025-08-26T12:34:48.634Z","linkquality":208,"power":0,"power_outage_memory":"on","state":"ON","update":{"installed_version":192,"latest_version":192,"state":"idle"},"voltage":230}'
[2025-08-26 14:34:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise bureau pc (IKEA)', payload '{"current":0.87,"energy":618.41,"identify":null,"last_seen":"2025-08-26T12:34:48.643Z","linkquality":255,"power":155.6,"power_on_behavior":"previous","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":230.7}'
[2025-08-26 14:34:49] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise box internet (IKEA)', payload '{"current":0.12,"energy":87.18,"identify":null,"last_seen":"2025-08-26T12:34:49.633Z","linkquality":136,"power":13,"power_on_behavior":"previous","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":230.3}'
[2025-08-26 14:34:51] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Radiateur élec cuisine ', payload '{"current":0,"energy":98.99,"last_seen":"2025-08-26T12:34:51.258Z","linkquality":184,"power":0,"power_outage_memory":"restore","state":"OFF","switch_type":"state","update":{"installed_version":72,"latest_version":72,"state":"idle"},"voltage":232}'
[2025-08-26 14:34:51] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Radiateur élec cuisine ', payload '{"current":0,"energy":98.99,"last_seen":"2025-08-26T12:34:51.300Z","linkquality":184,"power":0,"power_outage_memory":"restore","state":"OFF","switch_type":"state","update":{"installed_version":72,"latest_version":72,"state":"idle"},"voltage":232}'
[2025-08-26 14:34:51] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/prise pc's gege (IKEA)', payload '{"current":0.63,"energy":310.73,"identify":null,"last_seen":"2025-08-26T12:34:51.874Z","linkquality":172,"power":121.9,"power_on_behavior":"on","state":"ON","update":{"installed_version":33816645,"latest_version":33816645,"state":"idle"},"voltage":230.7}'
